item_id,statement_guid,property_id,wikidata_value,meta_wikidata_value,external_value,external_url,type
Q1634392,Q1634392$63E3C9DF-88E1-4948-9BEE-FE26EEEBFCB5,P571,1972,Q1985727,1973,https://musicbrainz.org/artist/4dfadf48-e15b-4fc2-a800-2b68702a72d5,statement
Q1655219,Q1655219$F7907CDB-4EF9-4C5C-9C50-4C22523DCAE3,P571,2004,Q1985727,2003,https://musicbrainz.org/artist/8b6998e2-a769-4369-97e6-6b29ba7ad831,statement
Q16599970,Q16599970$e132f76b-43e9-91d4-8a97-4b90c4e3e6ed,P571,2007-01-01,Q1985727,2006-06-01,https://musicbrainz.org/artist/a8397de0-fe98-42db-bf19-c26b99ead138,statement
Q1668512,Q1668512$737BAE0A-199B-4382-A16D-A842C0FC2BE4,P571,1988,Q1985727,1987,https://musicbrainz.org/artist/697801d1-68b2-4413-a7e4-0ef507d21cc1,statement
Q1683255,Q1683255$9D0B724B-1E6C-451F-89E5-2F664D77BE49,P571,2001,Q1985727,2000,https://musicbrainz.org/artist/9190d123-55a4-483e-93aa-6ca5f6b24ade,statement
Q16834040,Q16834040$C2ADE5C1-5756-4B09-B421-54CF01D80FDD,P571,1995,Q1985727,1996,https://musicbrainz.org/artist/1cca9a39-48c5-48f8-9710-969f81c4d319,statement
Q16836445,Q16836445$7AB423A2-4084-4D7E-B3C9-AA8D8FB8086A,P571,2011-01-01,Q1985727,2011-07-01,https://musicbrainz.org/artist/382914bb-922b-4343-9103-1948f02a3900,statement
Q16839267,Q16839267$139c3198-456a-40ef-85c2-9ef557fce1e5,P571,2012-01-01,Q1985727,2010-01-01,https://musicbrainz.org/artist/20395131-fbde-43ce-b141-b700cfdae99c,statement
Q16848488,Q16848488$cca9c757-41ef-ba2a-1f7a-4003c8f50954,P571,1957,Q1985727,1958,https://musicbrainz.org/artist/244682a5-d371-4dad-a3b9-968102d91125,statement
Q1693877,Q1693877$B48949E6-E1B8-4290-8D34-A3992C736C44,P571,1978,Q1985727,1977,https://musicbrainz.org/artist/70372543-ccc7-4997-a6ed-6ca099c1b4cb,statement
Q16955354,Q16955354$166590FC-534D-40DD-AC3F-143EDA9A0984,P571,1977,Q1985727,1976,https://musicbrainz.org/artist/ee98384f-b848-449d-89e4-db3043a60fba,statement
Q17019955,Q17019955$9212C086-BE26-42C4-93A2-91BC85BB062A,P571,2014-01-01,Q1985727,2012-05-01,https://musicbrainz.org/artist/97bb881b-7771-407f-b42e-f31ca102c173,statement
Q17021569,Q17021569$404B706A-C5FC-43D3-A2AE-37CE3C25E27C,P571,2006-01-01,Q1985727,2006-10-23,https://musicbrainz.org/artist/c9c7f6b4-5ef4-4db1-b851-4f56fa3614db,statement
Q17061015,Q17061015$893FB5F5-305F-4605-9633-09E7E948EDC5,P571,2011,Q1985727,2012,https://musicbrainz.org/artist/6a821c18-4660-4df8-b3ab-73f2c767497e,statement
Q1707816,Q1707816$2A5586A5-215E-40DE-9F59-2B034E43A1FB,P571,1965,Q1985727,1966,https://musicbrainz.org/artist/f0167ca4-f151-4194-813f-021bca2ecf7b,statement
